IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2022,true,,,,,,,,,,,,,20.35,,,,,,20.35,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2022,true,,,,,,,,,,,,,21.46,,,,,,21.46,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,BDI,Burundi,Year,2022,true,,,,,,,,,,,,,22,,,,,,22,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,UGA,Uganda,Year,2022,true,,,,,,,,,,,,,22,,,,,,22,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,BLZ,Belize,Year,2022,true,,,,,,,,,,,,,22.45,,,,,,22.45,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2022,true,,,,,,,,,,,,,24.21,,,,,,24.21,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2022,true,,,,,,,,,,,,,24.29,,,,,,24.29,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,LBR,Liberia,Year,2022,true,,,,,,,,,,,,,24.54,,,,,,24.54,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2022,true,,,,,,,,,,,,,25.67,,,,,,25.67,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2022,true,,,,,,,,,,,,,25.96,,,,,,25.96,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2022,true,,,,,,,,,,,,,26.81,,,,,,26.81,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2022,true,,,,,,,,,,,,,27.92,,,,,,27.92,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,BRB,Barbados,Year,2022,true,,,,,,,,,,,,,28.1,,,,,,28.1,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2022,true,,,,,,,,,,,,,28.25,,,,,,28.25,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,GRD,Grenada,Year,2022,true,,,,,,,,,,,,,29.39,,,,,,29.39,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2022,true,,,,,,,,,,,,,29.44,,,,,,29.44,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,GMB,Gambia,Year,2022,true,,,,,,,,,,,,,30,,,,,,30,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,SEAR,South-East Asia,Country,IND,India,Year,2022,true,,,,,,,,,,,,,31.04,,,,,,31.04,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2022,true,,,,,,,,,,,,,31.29,,,,,,31.29,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,ARM,Armenia,Year,2022,true,,,,,,,,,,,,,31.83,,,,,,31.83,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2022,true,,,,,,,,,,,,,32.15,,,,,,32.15,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,USA,United States of America,Year,2022,true,,,,,,,,,,,,,32.16,,,,,,32.16,,Taxation data for the United States contains weighted averages of Federal (or national) and non-Federal (or non-national) sources.,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,SEN,Senegal,Year,2022,true,,,,,,,,,,,,,33.38,,,,,,33.38,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2022,true,,,,,,,,,,,,,33.64,,,,,,33.64,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,MWI,Malawi,Year,2022,true,,,,,,,,,,,,,33.74,,,,,,33.74,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2022,true,,,,,,,,,,,,,34.18,,,,,,34.18,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,SLV,El Salvador,Year,2022,true,,,,,,,,,,,,,34.19,,,,,,34.19,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2022,true,,,,,,,,,,,,,34.2,,,,,,34.2,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,WPR,Western Pacific,Country,CHN,China,Year,2022,true,,,,,,,,,,,,,34.45,,,,,,34.45,,A weighted average of retail price and tax was calculated for China given the very large array of brands sold in the market.,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,TCD,Chad,Year,2022,true,,,,,,,,,,,,,34.64,,,,,,34.64,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2022,true,,,,,,,,,,,,,35,,,,,,35,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2022,true,,,,,,,,,,,,,35.45,,,,,,35.45,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2022,true,,,,,,,,,,,,,36,,,,,,36,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,SSD,South Sudan,Year,2022,true,,,,,,,,,,,,,36.85,,,,,,36.85,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2022,true,,,,,,,,,,,,,37.02,,,,,,37.02,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,BRA,Brazil,Year,2022,true,,,,,,,,,,,,,37.27,,,,,,37.27,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,NAM,Namibia,Year,2022,true,,,,,,,,,,,,,37.56,,,,,,37.56,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2022,true,,,,,,,,,,,,,37.89,,,,,,37.89,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,BWA,Botswana,Year,2022,true,,,,,,,,,,,,,37.96,,,,,,37.96,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,GTM,Guatemala,Year,2022,true,,,,,,,,,,,,,38.27,,,,,,38.27,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2022,true,,,,,,,,,,,,,38.31,,,,,,38.31,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,NOR,Norway,Year,2022,true,,,,,,,,,,,,,39.6,,,,,,39.6,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2022,true,,,,,,,,,,,,,39.64,,,,,,39.64,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2022,true,,,,,,,,,,,,,39.68,,,,,,39.68,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2022,true,,,,,,,,,,,,,39.86,,,,,,39.86,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,BLR,Belarus,Year,2022,true,,,,,,,,,,,,,39.93,,,,,,39.93,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2022,true,,,,,,,,,,,,,4.07,,,,,,4.07,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,SUR,Suriname,Year,2022,true,,,,,,,,,,,,,40.06,,,,,,40.06,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2022,true,,,,,,,,,,,,,40.54,,,,,,40.54,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2022,true,,,,,,,,,,,,,41.29,,,,,,41.29,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2022,true,,,,,,,,,,,,,42.37,,,,,,42.37,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2022,true,,,,,,,,,,,,,43.39,,,,,,43.39,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,PAN,Panama,Year,2022,true,,,,,,,,,,,,,43.48,,,,,,43.48,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2022,true,,,,,,,,,,,,,44,,,,,,44,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2022,true,,,,,,,,,,,,,44.23,,,,,,44.23,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,ISL,Iceland,Year,2022,true,,,,,,,,,,,,,44.24,,,,,,44.24,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2022,true,,,,,,,,,,,,,44.37,,,,,,44.37,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2022,true,,,,,,,,,,,,,44.44,,,,,,44.44,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2022,true,,,,,,,,,,,,,45.6,,,,,,45.6,,"The base of the different applicable indirect taxes is the Government approved retail price of BDT 40.00 per 10 sticks, which is lower than the price at which cigarette is sold in the market.",EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2022,true,,,,,,,,,,,,,45.8,,,,,,45.8,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2022,true,,,,,,,,,,,,,45.98,,,,,,45.98,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2022,true,,,,,,,,,,,,,46.51,,,,,,46.51,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2022,true,,,,,,,,,,,,,47.04,,,,,,47.04,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2022,true,,,,,,,,,,,,,47.37,,,,,,47.37,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,AMR,Americas,Country,URY,Uruguay,Year,2022,true,,,,,,,,,,,,,47.48,,,,,,47.48,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2022,true,,,,,,,,,,,,,47.62,,,,,,47.62,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,SWE,Sweden,Year,2022,true,,,,,,,,,,,,,47.86,,,,,,47.86,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,DEU,Germany,Year,2022,true,,,,,,,,,,,,,48.47,,,,,,48.47,,,EN,2023-12-14T23:00:00.000Z
R_excise_proportion,Tax structure: Excise tax proportion of price,numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2022,true,,,,,,,,,,,,,48.75,,,,,,48.75,,,EN,2023-12-14T23:00:00.000Z
